zdd_id,thesis_number,magic_number,array_index,array_length,array_elements,array_signature_sorted,element_position,element_value
7,2025433,0,10,6,"[1,2,7,8,21,22]","[1,2,7,8,21,22]",5,22
7,2025433,0,11,5,"[1,2,7,8,22]","[1,2,7,8,22]",0,1
7,2025433,0,11,5,"[1,2,7,8,22]","[1,2,7,8,22]",1,2
7,2025433,0,11,5,"[1,2,7,8,22]","[1,2,7,8,22]",2,7
7,2025433,0,11,5,"[1,2,7,8,22]","[1,2,7,8,22]",3,8
7,2025433,0,11,5,"[1,2,7,8,22]","[1,2,7,8,22]",4,22
7,2025433,0,12,4,"[1,2,7,21]","[1,2,7,21]",0,1
7,2025433,0,12,4,"[1,2,7,21]","[1,2,7,21]",1,2
7,2025433,0,12,4,"[1,2,7,21]","[1,2,7,21]",2,7
7,2025433,0,12,4,"[1,2,7,21]","[1,2,7,21]",3,21
7,2025433,0,13,3,"[1,2,8]","[1,2,8]",0,1
7,2025433,0,13,3,"[1,2,8]","[1,2,8]",1,2
7,2025433,0,13,3,"[1,2,8]","[1,2,8]",2,8
7,2025433,0,14,4,"[1,2,8,22]","[1,2,8,22]",0,1
7,2025433,0,14,4,"[1,2,8,22]","[1,2,8,22]",1,2
7,2025433,0,14,4,"[1,2,8,22]","[1,2,8,22]",2,8
7,2025433,0,14,4,"[1,2,8,22]","[1,2,8,22]",3,22
7,2025433,0,15,2,"[1,3]","[1,3]",0,1
7,2025433,0,15,2,"[1,3]","[1,3]",1,3
7,2025433,0,16,3,"[1,3,5]","[1,3,5]",0,1
7,2025433,0,16,3,"[1,3,5]","[1,3,5]",1,3
7,2025433,0,16,3,"[1,3,5]","[1,3,5]",2,5
7,2025433,0,17,4,"[1,3,5,7]","[1,3,5,7]",0,1
7,2025433,0,17,4,"[1,3,5,7]","[1,3,5,7]",1,3
7,2025433,0,17,4,"[1,3,5,7]","[1,3,5,7]",2,5
7,2025433,0,17,4,"[1,3,5,7]","[1,3,5,7]",3,7
7,2025433,0,18,5,"[1,3,5,7,8]","[1,3,5,7,8]",0,1
7,2025433,0,18,5,"[1,3,5,7,8]","[1,3,5,7,8]",1,3
7,2025433,0,18,5,"[1,3,5,7,8]","[1,3,5,7,8]",2,5
7,2025433,0,18,5,"[1,3,5,7,8]","[1,3,5,7,8]",3,7
7,2025433,0,18,5,"[1,3,5,7,8]","[1,3,5,7,8]",4,8
7,2025433,0,19,6,"[1,3,5,7,8,22]","[1,3,5,7,8,22]",0,1
7,2025433,0,19,6,"[1,3,5,7,8,22]","[1,3,5,7,8,22]",1,3
7,2025433,0,19,6,"[1,3,5,7,8,22]","[1,3,5,7,8,22]",2,5
7,2025433,0,19,6,"[1,3,5,7,8,22]","[1,3,5,7,8,22]",3,7
7,2025433,0,19,6,"[1,3,5,7,8,22]","[1,3,5,7,8,22]",4,8
7,2025433,0,19,6,"[1,3,5,7,8,22]","[1,3,5,7,8,22]",5,22
7,2025433,0,20,4,"[1,3,5,8]","[1,3,5,8]",0,1
7,2025433,0,20,4,"[1,3,5,8]","[1,3,5,8]",1,3
7,2025433,0,20,4,"[1,3,5,8]","[1,3,5,8]",2,5
7,2025433,0,20,4,"[1,3,5,8]","[1,3,5,8]",3,8
7,2025433,0,21,5,"[1,3,5,8,22]","[1,3,5,8,22]",0,1
7,2025433,0,21,5,"[1,3,5,8,22]","[1,3,5,8,22]",1,3
7,2025433,0,21,5,"[1,3,5,8,22]","[1,3,5,8,22]",2,5
7,2025433,0,21,5,"[1,3,5,8,22]","[1,3,5,8,22]",3,8
7,2025433,0,21,5,"[1,3,5,8,22]","[1,3,5,8,22]",4,22
7,2025433,0,22,3,"[1,3,7]","[1,3,7]",0,1
7,2025433,0,22,3,"[1,3,7]","[1,3,7]",1,3
7,2025433,0,22,3,"[1,3,7]","[1,3,7]",2,7
7,2025433,0,23,4,"[1,3,7,8]","[1,3,7,8]",0,1
7,2025433,0,23,4,"[1,3,7,8]","[1,3,7,8]",1,3
7,2025433,0,23,4,"[1,3,7,8]","[1,3,7,8]",2,7
7,2025433,0,23,4,"[1,3,7,8]","[1,3,7,8]",3,8
7,2025433,0,24,5,"[1,3,7,8,22]","[1,3,7,8,22]",0,1
7,2025433,0,24,5,"[1,3,7,8,22]","[1,3,7,8,22]",1,3
7,2025433,0,24,5,"[1,3,7,8,22]","[1,3,7,8,22]",2,7
7,2025433,0,24,5,"[1,3,7,8,22]","[1,3,7,8,22]",3,8
7,2025433,0,24,5,"[1,3,7,8,22]","[1,3,7,8,22]",4,22
7,2025433,0,25,3,"[1,3,8]","[1,3,8]",0,1
7,2025433,0,25,3,"[1,3,8]","[1,3,8]",1,3
7,2025433,0,25,3,"[1,3,8]","[1,3,8]",2,8
7,2025433,0,26,4,"[1,3,8,22]","[1,3,8,22]",0,1
7,2025433,0,26,4,"[1,3,8,22]","[1,3,8,22]",1,3
7,2025433,0,26,4,"[1,3,8,22]","[1,3,8,22]",2,8
7,2025433,0,26,4,"[1,3,8,22]","[1,3,8,22]",3,22
7,2025433,0,27,1,[2],[2],0,2
7,2025433,0,28,2,"[2,3]","[2,3]",0,2
7,2025433,0,28,2,"[2,3]","[2,3]",1,3
7,2025433,0,29,4,"[2,3,5,7]","[2,3,5,7]",0,2
7,2025433,0,29,4,"[2,3,5,7]","[2,3,5,7]",1,3
7,2025433,0,29,4,"[2,3,5,7]","[2,3,5,7]",2,5
7,2025433,0,29,4,"[2,3,5,7]","[2,3,5,7]",3,7
7,2025433,0,30,5,"[2,3,5,7,8]","[2,3,5,7,8]",0,2
7,2025433,0,30,5,"[2,3,5,7,8]","[2,3,5,7,8]",1,3
7,2025433,0,30,5,"[2,3,5,7,8]","[2,3,5,7,8]",2,5
7,2025433,0,30,5,"[2,3,5,7,8]","[2,3,5,7,8]",3,7
7,2025433,0,30,5,"[2,3,5,7,8]","[2,3,5,7,8]",4,8
7,2025433,0,31,6,"[2,3,5,7,8,21]","[2,3,5,7,8,21]",0,2
7,2025433,0,31,6,"[2,3,5,7,8,21]","[2,3,5,7,8,21]",1,3
7,2025433,0,31,6,"[2,3,5,7,8,21]","[2,3,5,7,8,21]",2,5
7,2025433,0,31,6,"[2,3,5,7,8,21]","[2,3,5,7,8,21]",3,7
7,2025433,0,31,6,"[2,3,5,7,8,21]","[2,3,5,7,8,21]",4,8
7,2025433,0,31,6,"[2,3,5,7,8,21]","[2,3,5,7,8,21]",5,21
7,2025433,0,32,7,"[2,3,5,7,8,21,22]","[2,3,5,7,8,21,22]",0,2
7,2025433,0,32,7,"[2,3,5,7,8,21,22]","[2,3,5,7,8,21,22]",1,3
7,2025433,0,32,7,"[2,3,5,7,8,21,22]","[2,3,5,7,8,21,22]",2,5
7,2025433,0,32,7,"[2,3,5,7,8,21,22]","[2,3,5,7,8,21,22]",3,7
7,2025433,0,32,7,"[2,3,5,7,8,21,22]","[2,3,5,7,8,21,22]",4,8
7,2025433,0,32,7,"[2,3,5,7,8,21,22]","[2,3,5,7,8,21,22]",5,21
7,2025433,0,32,7,"[2,3,5,7,8,21,22]","[2,3,5,7,8,21,22]",6,22
7,2025433,0,33,6,"[2,3,5,7,8,22]","[2,3,5,7,8,22]",0,2
7,2025433,0,33,6,"[2,3,5,7,8,22]","[2,3,5,7,8,22]",1,3
7,2025433,0,33,6,"[2,3,5,7,8,22]","[2,3,5,7,8,22]",2,5
7,2025433,0,33,6,"[2,3,5,7,8,22]","[2,3,5,7,8,22]",3,7
7,2025433,0,33,6,"[2,3,5,7,8,22]","[2,3,5,7,8,22]",4,8
7,2025433,0,33,6,"[2,3,5,7,8,22]","[2,3,5,7,8,22]",5,22
7,2025433,0,34,5,"[2,3,5,7,21]","[2,3,5,7,21]",0,2
7,2025433,0,34,5,"[2,3,5,7,21]","[2,3,5,7,21]",1,3
7,2025433,0,34,5,"[2,3,5,7,21]","[2,3,5,7,21]",2,5
7,2025433,0,34,5,"[2,3,5,7,21]","[2,3,5,7,21]",3,7
7,2025433,0,34,5,"[2,3,5,7,21]","[2,3,5,7,21]",4,21
7,2025433,0,35,3,"[2,3,7]","[2,3,7]",0,2
7,2025433,0,35,3,"[2,3,7]","[2,3,7]",1,3
7,2025433,0,35,3,"[2,3,7]","[2,3,7]",2,7
7,2025433,0,36,4,"[2,3,7,8]","[2,3,7,8]",0,2
7,2025433,0,36,4,"[2,3,7,8]","[2,3,7,8]",1,3
7,2025433,0,36,4,"[2,3,7,8]","[2,3,7,8]",2,7
7,2025433,0,36,4,"[2,3,7,8]","[2,3,7,8]",3,8
7,2025433,0,37,5,"[2,3,7,8,21]","[2,3,7,8,21]",0,2
7,2025433,0,37,5,"[2,3,7,8,21]","[2,3,7,8,21]",1,3
7,2025433,0,37,5,"[2,3,7,8,21]","[2,3,7,8,21]",2,7
7,2025433,0,37,5,"[2,3,7,8,21]","[2,3,7,8,21]",3,8
7,2025433,0,37,5,"[2,3,7,8,21]","[2,3,7,8,21]",4,21
7,2025433,0,38,6,"[2,3,7,8,21,22]","[2,3,7,8,21,22]",0,2
7,2025433,0,38,6,"[2,3,7,8,21,22]","[2,3,7,8,21,22]",1,3
7,2025433,0,38,6,"[2,3,7,8,21,22]","[2,3,7,8,21,22]",2,7
7,2025433,0,38,6,"[2,3,7,8,21,22]","[2,3,7,8,21,22]",3,8
7,2025433,0,38,6,"[2,3,7,8,21,22]","[2,3,7,8,21,22]",4,21
7,2025433,0,38,6,"[2,3,7,8,21,22]","[2,3,7,8,21,22]",5,22
7,2025433,0,39,5,"[2,3,7,8,22]","[2,3,7,8,22]",0,2
7,2025433,0,39,5,"[2,3,7,8,22]","[2,3,7,8,22]",1,3
7,2025433,0,39,5,"[2,3,7,8,22]","[2,3,7,8,22]",2,7
7,2025433,0,39,5,"[2,3,7,8,22]","[2,3,7,8,22]",3,8
7,2025433,0,39,5,"[2,3,7,8,22]","[2,3,7,8,22]",4,22
7,2025433,0,40,4,"[2,3,7,21]","[2,3,7,21]",0,2
7,2025433,0,40,4,"[2,3,7,21]","[2,3,7,21]",1,3
7,2025433,0,40,4,"[2,3,7,21]","[2,3,7,21]",2,7
7,2025433,0,40,4,"[2,3,7,21]","[2,3,7,21]",3,21
7,2025433,0,41,3,"[2,3,8]","[2,3,8]",0,2
7,2025433,0,41,3,"[2,3,8]","[2,3,8]",1,3
7,2025433,0,41,3,"[2,3,8]","[2,3,8]",2,8
7,2025433,0,42,4,"[2,3,8,22]","[2,3,8,22]",0,2
7,2025433,0,42,4,"[2,3,8,22]","[2,3,8,22]",1,3
7,2025433,0,42,4,"[2,3,8,22]","[2,3,8,22]",2,8
7,2025433,0,42,4,"[2,3,8,22]","[2,3,8,22]",3,22
7,2025433,0,43,3,"[2,5,7]","[2,5,7]",0,2
7,2025433,0,43,3,"[2,5,7]","[2,5,7]",1,5
7,2025433,0,43,3,"[2,5,7]","[2,5,7]",2,7
7,2025433,0,44,4,"[2,5,7,8]","[2,5,7,8]",0,2
7,2025433,0,44,4,"[2,5,7,8]","[2,5,7,8]",1,5
7,2025433,0,44,4,"[2,5,7,8]","[2,5,7,8]",2,7
7,2025433,0,44,4,"[2,5,7,8]","[2,5,7,8]",3,8
7,2025433,0,45,5,"[2,5,7,8,21]","[2,5,7,8,21]",0,2
7,2025433,0,45,5,"[2,5,7,8,21]","[2,5,7,8,21]",1,5
7,2025433,0,45,5,"[2,5,7,8,21]","[2,5,7,8,21]",2,7
7,2025433,0,45,5,"[2,5,7,8,21]","[2,5,7,8,21]",3,8
7,2025433,0,45,5,"[2,5,7,8,21]","[2,5,7,8,21]",4,21
7,2025433,0,46,6,"[2,5,7,8,21,22]","[2,5,7,8,21,22]",0,2
7,2025433,0,46,6,"[2,5,7,8,21,22]","[2,5,7,8,21,22]",1,5
7,2025433,0,46,6,"[2,5,7,8,21,22]","[2,5,7,8,21,22]",2,7
7,2025433,0,46,6,"[2,5,7,8,21,22]","[2,5,7,8,21,22]",3,8
7,2025433,0,46,6,"[2,5,7,8,21,22]","[2,5,7,8,21,22]",4,21
7,2025433,0,46,6,"[2,5,7,8,21,22]","[2,5,7,8,21,22]",5,22
7,2025433,0,47,5,"[2,5,7,8,22]","[2,5,7,8,22]",0,2
7,2025433,0,47,5,"[2,5,7,8,22]","[2,5,7,8,22]",1,5
7,2025433,0,47,5,"[2,5,7,8,22]","[2,5,7,8,22]",2,7
7,2025433,0,47,5,"[2,5,7,8,22]","[2,5,7,8,22]",3,8
7,2025433,0,47,5,"[2,5,7,8,22]","[2,5,7,8,22]",4,22
7,2025433,0,48,4,"[2,5,7,21]","[2,5,7,21]",0,2
7,2025433,0,48,4,"[2,5,7,21]","[2,5,7,21]",1,5
7,2025433,0,48,4,"[2,5,7,21]","[2,5,7,21]",2,7
7,2025433,0,48,4,"[2,5,7,21]","[2,5,7,21]",3,21
7,2025433,0,49,2,"[2,7]","[2,7]",0,2
7,2025433,0,49,2,"[2,7]","[2,7]",1,7
7,2025433,0,50,3,"[2,7,8]","[2,7,8]",0,2
7,2025433,0,50,3,"[2,7,8]","[2,7,8]",1,7
7,2025433,0,50,3,"[2,7,8]","[2,7,8]",2,8
7,2025433,0,51,4,"[2,7,8,21]","[2,7,8,21]",0,2
7,2025433,0,51,4,"[2,7,8,21]","[2,7,8,21]",1,7
7,2025433,0,51,4,"[2,7,8,21]","[2,7,8,21]",2,8
7,2025433,0,51,4,"[2,7,8,21]","[2,7,8,21]",3,21
7,2025433,0,52,5,"[2,7,8,21,22]","[2,7,8,21,22]",0,2
7,2025433,0,52,5,"[2,7,8,21,22]","[2,7,8,21,22]",1,7
7,2025433,0,52,5,"[2,7,8,21,22]","[2,7,8,21,22]",2,8
7,2025433,0,52,5,"[2,7,8,21,22]","[2,7,8,21,22]",3,21
7,2025433,0,52,5,"[2,7,8,21,22]","[2,7,8,21,22]",4,22
7,2025433,0,53,4,"[2,7,8,22]","[2,7,8,22]",0,2
7,2025433,0,53,4,"[2,7,8,22]","[2,7,8,22]",1,7
7,2025433,0,53,4,"[2,7,8,22]","[2,7,8,22]",2,8
7,2025433,0,53,4,"[2,7,8,22]","[2,7,8,22]",3,22
7,2025433,0,54,3,"[2,7,21]","[2,7,21]",0,2
7,2025433,0,54,3,"[2,7,21]","[2,7,21]",1,7
7,2025433,0,54,3,"[2,7,21]","[2,7,21]",2,21
7,2025433,0,55,2,"[2,8]","[2,8]",0,2
7,2025433,0,55,2,"[2,8]","[2,8]",1,8
7,2025433,0,56,3,"[2,8,22]","[2,8,22]",0,2
7,2025433,0,56,3,"[2,8,22]","[2,8,22]",1,8
7,2025433,0,56,3,"[2,8,22]","[2,8,22]",2,22
7,2025433,0,57,1,[3],[3],0,3
7,2025433,0,58,2,"[3,5]","[3,5]",0,3
7,2025433,0,58,2,"[3,5]","[3,5]",1,5
7,2025433,0,59,3,"[3,5,7]","[3,5,7]",0,3
7,2025433,0,59,3,"[3,5,7]","[3,5,7]",1,5
7,2025433,0,59,3,"[3,5,7]","[3,5,7]",2,7
7,2025433,0,60,4,"[3,5,7,8]","[3,5,7,8]",0,3
7,2025433,0,60,4,"[3,5,7,8]","[3,5,7,8]",1,5
7,2025433,0,60,4,"[3,5,7,8]","[3,5,7,8]",2,7
7,2025433,0,60,4,"[3,5,7,8]","[3,5,7,8]",3,8
7,2025433,0,61,5,"[3,5,7,8,22]","[3,5,7,8,22]",0,3
7,2025433,0,61,5,"[3,5,7,8,22]","[3,5,7,8,22]",1,5
7,2025433,0,61,5,"[3,5,7,8,22]","[3,5,7,8,22]",2,7
7,2025433,0,61,5,"[3,5,7,8,22]","[3,5,7,8,22]",3,8
7,2025433,0,61,5,"[3,5,7,8,22]","[3,5,7,8,22]",4,22
7,2025433,0,62,3,"[3,5,8]","[3,5,8]",0,3
7,2025433,0,62,3,"[3,5,8]","[3,5,8]",1,5
7,2025433,0,62,3,"[3,5,8]","[3,5,8]",2,8
7,2025433,0,63,4,"[3,5,8,22]","[3,5,8,22]",0,3
7,2025433,0,63,4,"[3,5,8,22]","[3,5,8,22]",1,5
7,2025433,0,63,4,"[3,5,8,22]","[3,5,8,22]",2,8
7,2025433,0,63,4,"[3,5,8,22]","[3,5,8,22]",3,22
7,2025433,0,64,2,"[3,7]","[3,7]",0,3
7,2025433,0,64,2,"[3,7]","[3,7]",1,7
7,2025433,0,65,3,"[3,7,8]","[3,7,8]",0,3
7,2025433,0,65,3,"[3,7,8]","[3,7,8]",1,7
7,2025433,0,65,3,"[3,7,8]","[3,7,8]",2,8
7,2025433,0,66,4,"[3,7,8,22]","[3,7,8,22]",0,3
7,2025433,0,66,4,"[3,7,8,22]","[3,7,8,22]",1,7
7,2025433,0,66,4,"[3,7,8,22]","[3,7,8,22]",2,8
7,2025433,0,66,4,"[3,7,8,22]","[3,7,8,22]",3,22
7,2025433,0,67,2,"[3,8]","[3,8]",0,3
7,2025433,0,67,2,"[3,8]","[3,8]",1,8
7,2025433,0,68,3,"[3,8,22]","[3,8,22]",0,3
7,2025433,0,68,3,"[3,8,22]","[3,8,22]",1,8
7,2025433,0,68,3,"[3,8,22]","[3,8,22]",2,22
7,2025433,0,69,1,[5],[5],0,5
7,2025433,0,70,2,"[5,7]","[5,7]",0,5
7,2025433,0,70,2,"[5,7]","[5,7]",1,7
7,2025433,0,71,3,"[5,7,8]","[5,7,8]",0,5
7,2025433,0,71,3,"[5,7,8]","[5,7,8]",1,7
7,2025433,0,71,3,"[5,7,8]","[5,7,8]",2,8
7,2025433,0,72,4,"[5,7,8,22]","[5,7,8,22]",0,5
7,2025433,0,72,4,"[5,7,8,22]","[5,7,8,22]",1,7
7,2025433,0,72,4,"[5,7,8,22]","[5,7,8,22]",2,8
7,2025433,0,72,4,"[5,7,8,22]","[5,7,8,22]",3,22
7,2025433,0,73,2,"[5,8]","[5,8]",0,5
7,2025433,0,73,2,"[5,8]","[5,8]",1,8
7,2025433,0,74,3,"[5,8,22]","[5,8,22]",0,5
7,2025433,0,74,3,"[5,8,22]","[5,8,22]",1,8
7,2025433,0,74,3,"[5,8,22]","[5,8,22]",2,22
7,2025433,0,75,1,[7],[7],0,7
7,2025433,0,76,2,"[7,8]","[7,8]",0,7
7,2025433,0,76,2,"[7,8]","[7,8]",1,8
7,2025433,0,77,3,"[7,8,22]","[7,8,22]",0,7
7,2025433,0,77,3,"[7,8,22]","[7,8,22]",1,8
7,2025433,0,77,3,"[7,8,22]","[7,8,22]",2,22
7,2025433,0,78,1,[8],[8],0,8
7,2025433,0,79,2,"[8,22]","[8,22]",0,8
7,2025433,0,79,2,"[8,22]","[8,22]",1,22
8,2029251,0,0,2,"[1,2]","[1,2]",0,1
8,2029251,0,0,2,"[1,2]","[1,2]",1,2
8,2029251,0,1,3,"[1,2,18]","[1,2,18]",0,1
8,2029251,0,1,3,"[1,2,18]","[1,2,18]",1,2
8,2029251,0,1,3,"[1,2,18]","[1,2,18]",2,18
8,2029251,0,2,4,"[1,2,18,19]","[1,2,18,19]",0,1
8,2029251,0,2,4,"[1,2,18,19]","[1,2,18,19]",1,2
8,2029251,0,2,4,"[1,2,18,19]","[1,2,18,19]",2,18
8,2029251,0,2,4,"[1,2,18,19]","[1,2,18,19]",3,19
8,2029251,0,3,5,"[1,2,18,19,23]","[1,2,18,19,23]",0,1
8,2029251,0,3,5,"[1,2,18,19,23]","[1,2,18,19,23]",1,2
8,2029251,0,3,5,"[1,2,18,19,23]","[1,2,18,19,23]",2,18
8,2029251,0,3,5,"[1,2,18,19,23]","[1,2,18,19,23]",3,19
8,2029251,0,3,5,"[1,2,18,19,23]","[1,2,18,19,23]",4,23
8,2029251,0,4,4,"[1,2,18,23]","[1,2,18,23]",0,1
8,2029251,0,4,4,"[1,2,18,23]","[1,2,18,23]",1,2
8,2029251,0,4,4,"[1,2,18,23]","[1,2,18,23]",2,18
8,2029251,0,4,4,"[1,2,18,23]","[1,2,18,23]",3,23
8,2029251,0,5,3,"[1,2,23]","[1,2,23]",0,1
8,2029251,0,5,3,"[1,2,23]","[1,2,23]",1,2
8,2029251,0,5,3,"[1,2,23]","[1,2,23]",2,23
8,2029251,0,6,2,"[1,3]","[1,3]",0,1
8,2029251,0,6,2,"[1,3]","[1,3]",1,3
8,2029251,0,7,3,"[1,3,18]","[1,3,18]",0,1
8,2029251,0,7,3,"[1,3,18]","[1,3,18]",1,3
8,2029251,0,7,3,"[1,3,18]","[1,3,18]",2,18
8,2029251,0,8,4,"[1,3,18,19]","[1,3,18,19]",0,1
8,2029251,0,8,4,"[1,3,18,19]","[1,3,18,19]",1,3
8,2029251,0,8,4,"[1,3,18,19]","[1,3,18,19]",2,18
8,2029251,0,8,4,"[1,3,18,19]","[1,3,18,19]",3,19
8,2029251,0,9,6,"[1,3,18,19,20,23]","[1,3,18,19,20,23]",0,1
8,2029251,0,9,6,"[1,3,18,19,20,23]","[1,3,18,19,20,23]",1,3
8,2029251,0,9,6,"[1,3,18,19,20,23]","[1,3,18,19,20,23]",2,18
8,2029251,0,9,6,"[1,3,18,19,20,23]","[1,3,18,19,20,23]",3,19
8,2029251,0,9,6,"[1,3,18,19,20,23]","[1,3,18,19,20,23]",4,20
8,2029251,0,9,6,"[1,3,18,19,20,23]","[1,3,18,19,20,23]",5,23
8,2029251,0,10,5,"[1,3,18,19,23]","[1,3,18,19,23]",0,1
8,2029251,0,10,5,"[1,3,18,19,23]","[1,3,18,19,23]",1,3
8,2029251,0,10,5,"[1,3,18,19,23]","[1,3,18,19,23]",2,18
8,2029251,0,10,5,"[1,3,18,19,23]","[1,3,18,19,23]",3,19
8,2029251,0,10,5,"[1,3,18,19,23]","[1,3,18,19,23]",4,23
8,2029251,0,11,4,"[1,3,18,23]","[1,3,18,23]",0,1
8,2029251,0,11,4,"[1,3,18,23]","[1,3,18,23]",1,3
8,2029251,0,11,4,"[1,3,18,23]","[1,3,18,23]",2,18
8,2029251,0,11,4,"[1,3,18,23]","[1,3,18,23]",3,23
8,2029251,0,12,3,"[1,3,23]","[1,3,23]",0,1
8,2029251,0,12,3,"[1,3,23]","[1,3,23]",1,3
8,2029251,0,12,3,"[1,3,23]","[1,3,23]",2,23
8,2029251,0,13,1,[2],[2],0,2
8,2029251,0,14,2,"[2,3]","[2,3]",0,2
8,2029251,0,14,2,"[2,3]","[2,3]",1,3
8,2029251,0,15,3,"[2,3,18]","[2,3,18]",0,2
8,2029251,0,15,3,"[2,3,18]","[2,3,18]",1,3
8,2029251,0,15,3,"[2,3,18]","[2,3,18]",2,18
8,2029251,0,16,4,"[2,3,18,19]","[2,3,18,19]",0,2
8,2029251,0,16,4,"[2,3,18,19]","[2,3,18,19]",1,3
8,2029251,0,16,4,"[2,3,18,19]","[2,3,18,19]",2,18
8,2029251,0,16,4,"[2,3,18,19]","[2,3,18,19]",3,19
8,2029251,0,17,6,"[2,3,18,19,20,23]","[2,3,18,19,20,23]",0,2
8,2029251,0,17,6,"[2,3,18,19,20,23]","[2,3,18,19,20,23]",1,3
8,2029251,0,17,6,"[2,3,18,19,20,23]","[2,3,18,19,20,23]",2,18
8,2029251,0,17,6,"[2,3,18,19,20,23]","[2,3,18,19,20,23]",3,19
8,2029251,0,17,6,"[2,3,18,19,20,23]","[2,3,18,19,20,23]",4,20
8,2029251,0,17,6,"[2,3,18,19,20,23]","[2,3,18,19,20,23]",5,23
8,2029251,0,18,5,"[2,3,18,19,23]","[2,3,18,19,23]",0,2
8,2029251,0,18,5,"[2,3,18,19,23]","[2,3,18,19,23]",1,3
8,2029251,0,18,5,"[2,3,18,19,23]","[2,3,18,19,23]",2,18
8,2029251,0,18,5,"[2,3,18,19,23]","[2,3,18,19,23]",3,19
8,2029251,0,18,5,"[2,3,18,19,23]","[2,3,18,19,23]",4,23
8,2029251,0,19,4,"[2,3,18,23]","[2,3,18,23]",0,2
8,2029251,0,19,4,"[2,3,18,23]","[2,3,18,23]",1,3
8,2029251,0,19,4,"[2,3,18,23]","[2,3,18,23]",2,18
8,2029251,0,19,4,"[2,3,18,23]","[2,3,18,23]",3,23
8,2029251,0,20,3,"[2,3,23]","[2,3,23]",0,2
8,2029251,0,20,3,"[2,3,23]","[2,3,23]",1,3
8,2029251,0,20,3,"[2,3,23]","[2,3,23]",2,23
8,2029251,0,21,2,"[2,18]","[2,18]",0,2
8,2029251,0,21,2,"[2,18]","[2,18]",1,18
8,2029251,0,22,3,"[2,18,19]","[2,18,19]",0,2
8,2029251,0,22,3,"[2,18,19]","[2,18,19]",1,18
8,2029251,0,22,3,"[2,18,19]","[2,18,19]",2,19
8,2029251,0,23,4,"[2,18,19,23]","[2,18,19,23]",0,2
8,2029251,0,23,4,"[2,18,19,23]","[2,18,19,23]",1,18
8,2029251,0,23,4,"[2,18,19,23]","[2,18,19,23]",2,19
8,2029251,0,23,4,"[2,18,19,23]","[2,18,19,23]",3,23
8,2029251,0,24,3,"[2,18,23]","[2,18,23]",0,2
8,2029251,0,24,3,"[2,18,23]","[2,18,23]",1,18
8,2029251,0,24,3,"[2,18,23]","[2,18,23]",2,23
8,2029251,0,25,2,"[2,23]","[2,23]",0,2
8,2029251,0,25,2,"[2,23]","[2,23]",1,23
8,2029251,0,26,1,[3],[3],0,3
8,2029251,0,27,2,"[3,18]","[3,18]",0,3
8,2029251,0,27,2,"[3,18]","[3,18]",1,18
8,2029251,0,28,3,"[3,18,19]","[3,18,19]",0,3
8,2029251,0,28,3,"[3,18,19]","[3,18,19]",1,18
8,2029251,0,28,3,"[3,18,19]","[3,18,19]",2,19
8,2029251,0,29,5,"[3,18,19,20,23]","[3,18,19,20,23]",0,3
8,2029251,0,29,5,"[3,18,19,20,23]","[3,18,19,20,23]",1,18
8,2029251,0,29,5,"[3,18,19,20,23]","[3,18,19,20,23]",2,19
8,2029251,0,29,5,"[3,18,19,20,23]","[3,18,19,20,23]",3,20
8,2029251,0,29,5,"[3,18,19,20,23]","[3,18,19,20,23]",4,23
8,2029251,0,30,4,"[3,18,19,23]","[3,18,19,23]",0,3
8,2029251,0,30,4,"[3,18,19,23]","[3,18,19,23]",1,18
8,2029251,0,30,4,"[3,18,19,23]","[3,18,19,23]",2,19
8,2029251,0,30,4,"[3,18,19,23]","[3,18,19,23]",3,23
8,2029251,0,31,3,"[3,18,23]","[3,18,23]",0,3
8,2029251,0,31,3,"[3,18,23]","[3,18,23]",1,18
8,2029251,0,31,3,"[3,18,23]","[3,18,23]",2,23
8,2029251,0,32,2,"[3,23]","[3,23]",0,3
8,2029251,0,32,2,"[3,23]","[3,23]",1,23
8,2029251,0,33,1,[18],[18],0,18
8,2029251,0,34,2,"[18,19]","[18,19]",0,18
8,2029251,0,34,2,"[18,19]","[18,19]",1,19
8,2029251,0,35,4,"[18,19,20,23]","[18,19,20,23]",0,18
8,2029251,0,35,4,"[18,19,20,23]","[18,19,20,23]",1,19
8,2029251,0,35,4,"[18,19,20,23]","[18,19,20,23]",2,20
8,2029251,0,35,4,"[18,19,20,23]","[18,19,20,23]",3,23
8,2029251,0,36,3,"[18,19,23]","[18,19,23]",0,18
8,2029251,0,36,3,"[18,19,23]","[18,19,23]",1,19
8,2029251,0,36,3,"[18,19,23]","[18,19,23]",2,23
8,2029251,0,37,2,"[18,23]","[18,23]",0,18
8,2029251,0,37,2,"[18,23]","[18,23]",1,23
8,2029251,0,38,1,[23],[23],0,23
9,2030499,0,0,7,"[1,2,5,7,8,20,24]","[1,2,5,7,8,20,24]",0,1
9,2030499,0,0,7,"[1,2,5,7,8,20,24]","[1,2,5,7,8,20,24]",1,2
9,2030499,0,0,7,"[1,2,5,7,8,20,24]","[1,2,5,7,8,20,24]",2,5
9,2030499,0,0,7,"[1,2,5,7,8,20,24]","[1,2,5,7,8,20,24]",3,7
9,2030499,0,0,7,"[1,2,5,7,8,20,24]","[1,2,5,7,8,20,24]",4,8
